id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
2697,190,RM,60.0,6780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,520.0,GasA,Gd,N,SBrkr,234,754,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,None,None,None,0.0,None,None,N,53,0,0,0,0,None,None,None,0,6,2006,WD ,84500
1403,20,RL,94.6,53227,Pave,None,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,1364.0,GasA,Ex,Y,SBrkr,0,1663,1.0,0.0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954,Fin,529.0,TA,TA,Y,224,137,0,0,0,None,None,None,0,3,2008,WD ,256000
596,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,925.0,GasA,Ex,Y,SBrkr,0,925,0.0,1.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1965,Unf,429.0,TA,TA,Y,0,0,0,0,0,None,GdWo,None,0,7,2009,WD ,117500
922,50,RL,130.0,9600,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,728.0,GasA,Ex,Y,SBrkr,0,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940,Unf,256.0,TA,TA,Y,0,70,0,0,0,None,None,None,0,6,2009,WD ,160000
2065,20,RL,81.0,14175,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,1240.0,GasA,Gd,Y,SBrkr,0,1375,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1956,Unf,323.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,12,2007,WD ,187000
1710,60,RL,110.0,14277,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1317.0,GasA,Ex,Y,SBrkr,0,2385,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003,Fin,818.0,TA,TA,Y,192,228,0,0,0,None,None,None,0,1,2007,WD ,350000
1034,90,RL,60.0,9000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,896.0,GasA,TA,Y,SBrkr,0,1792,0.0,0.0,2,2,4,2,TA,8,Typ,0,None,Detchd,1982,Unf,480.0,TA,TA,Y,0,45,0,0,0,None,None,None,0,6,2008,WD ,133000
1057,20,RL,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,BLQ,2418.0,GasA,Ex,Y,SBrkr,0,2464,1.0,0.0,2,1,4,1,Ex,9,Typ,1,Ex,Attchd,2007,Fin,650.0,TA,TA,Y,358,78,0,0,0,None,None,None,0,8,2008,WD ,417500
470,120,RL,51.0,3635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,1386.0,GasA,Ex,Y,SBrkr,0,1569,0.0,1.0,2,0,1,1,Gd,7,Typ,1,TA,Attchd,2007,RFn,660.0,TA,TA,Y,143,20,0,0,0,None,None,None,0,5,2009,WD ,175900
819,20,RL,84.0,10933,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1555.0,GasA,Ex,Y,SBrkr,0,1680,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Gd,Attchd,2009,Fin,1138.0,TA,TA,Y,185,24,0,0,0,None,None,None,0,7,2009,New,323262
2160,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1337.0,GasA,Ex,Y,SBrkr,0,1337,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2003,RFn,531.0,TA,TA,Y,0,39,0,0,0,None,None,None,0,10,2007,WD ,185000
2552,30,RL,60.0,8550,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,1,Fa,Attchd,1949,Unf,240.0,TA,TA,Y,228,0,40,0,0,None,MnPrv,None,0,7,2006,WD ,129800
41,20,RL,95.0,12182,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,1541.0,GasA,Ex,Y,SBrkr,0,1541,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,RFn,532.0,TA,TA,Y,0,70,0,0,0,None,None,None,0,5,2010,New,220000
742,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,884.0,GasA,Ex,Y,SBrkr,0,1573,0.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1935,Unf,240.0,TA,TA,Y,0,0,54,0,120,None,None,None,0,7,2009,WD ,133000
686,50,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,832.0,GasA,TA,Y,FuseF,0,1461,0.0,0.0,2,0,4,1,TA,6,Typ,0,None,Detchd,1949,Unf,384.0,TA,TA,Y,0,204,0,0,0,None,None,None,0,8,2009,WD ,133500
314,90,RL,77.2,12760,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1958.0,GasA,TA,Y,SBrkr,0,2048,0.0,0.0,3,0,5,2,TA,9,Typ,0,None,2Types,1976,Unf,776.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,3,2010,ConLD,170000
1630,60,RL,65.0,7655,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,903.0,GasA,Gd,Y,SBrkr,0,1642,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993,RFn,392.0,TA,TA,Y,290,84,0,0,0,None,None,None,0,7,2007,WD ,168000
191,70,RM,60.0,10560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,Unf,738.0,GasA,Ex,Y,SBrkr,0,1470,0.0,0.0,1,1,2,1,TA,6,Min1,0,None,Detchd,1970,Unf,624.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,6,2010,WD ,140750
1626,60,RL,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,938.0,GasA,Ex,Y,SBrkr,0,2299,0.0,0.0,3,1,5,1,TA,7,Typ,1,TA,Attchd,1999,Fin,482.0,TA,TA,Y,188,30,0,0,0,None,None,None,0,8,2007,WD ,204000
59,60,RL,57.8,9505,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,884.0,GasA,Ex,Y,SBrkr,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,434.0,TA,TA,Y,144,48,0,0,0,None,None,None,0,5,2010,WD ,222500
2632,85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,925.0,GasA,TA,Y,SBrkr,0,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1962,Unf,300.0,TA,TA,Y,150,72,0,0,0,None,None,None,0,5,2006,WD ,134500
1835,120,FV,45.0,4379,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1378.0,GasA,Ex,Y,SBrkr,0,1378,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,540.0,TA,TA,Y,160,56,0,0,0,None,None,None,0,7,2007,WD ,214000
2675,190,RM,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,793.0,GasA,TA,Y,SBrkr,0,1118,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939,Unf,410.0,TA,TA,Y,0,0,0,0,271,None,MnPrv,None,0,5,2006,WD ,119900
1503,90,RL,92.0,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1440.0,GasA,TA,N,FuseF,0,1440,0.0,0.0,2,0,4,2,Fa,8,Typ,0,None,None,None,None,0.0,None,None,Y,0,0,0,0,0,None,None,None,0,9,2008,WD ,118000
1963,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1010.0,GasA,Ex,Y,SBrkr,0,1134,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1960,RFn,254.0,TA,TA,Y,0,16,0,0,0,None,MnWw,None,0,4,2007,WD ,135000
1352,50,RL,64.0,13053,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,833.0,GasA,Gd,Y,SBrkr,0,1848,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922,Unf,370.0,TA,TA,N,0,0,0,0,220,None,None,None,0,6,2008,WD ,207000
1519,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,1181.0,GasA,Fa,Y,SBrkr,0,1694,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925,Unf,576.0,TA,TA,Y,342,0,128,0,0,None,None,None,0,6,2008,WD ,136500
1305,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901.0,GasA,Ex,Y,SBrkr,0,901,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1954,Unf,281.0,Fa,TA,Y,0,0,0,0,0,None,None,None,0,8,2008,WD ,107900
2014,50,RM,53.2,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,861.0,GasA,Gd,Y,SBrkr,0,1409,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1968,Unf,528.0,TA,TA,Y,225,0,84,0,0,None,None,None,0,3,2007,WD ,126000
1,20,RL,141.0,31770,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,1080.0,GasA,Fa,Y,SBrkr,0,1656,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960,Fin,528.0,TA,TA,P,210,62,0,0,0,None,None,None,0,5,2010,WD ,215000
1052,60,RL,96.0,12474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1682.0,GasA,Ex,Y,SBrkr,0,2332,1.0,0.0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,846.0,TA,TA,Y,196,134,0,0,0,None,None,None,0,8,2008,New,426000
622,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1113.0,GasA,Gd,Y,SBrkr,0,1113,0.0,0.0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950,Unf,264.0,TA,TA,Y,0,80,120,0,0,None,None,None,0,7,2009,WD ,147000
913,30,RL,64.0,8574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,Ex,Y,SBrkr,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916,Unf,440.0,TA,TA,Y,0,0,180,0,0,None,None,None,0,10,2009,WD ,147500
1058,20,RL,104.0,14418,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1950.0,GasA,Ex,Y,SBrkr,0,1950,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,706.0,TA,TA,Y,156,207,0,0,0,None,None,None,0,5,2008,WD ,383000
2348,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1845.0,GasA,Gd,Y,SBrkr,0,1872,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988,Fin,604.0,TA,TA,Y,197,39,0,0,0,None,None,None,0,6,2006,WD ,241500
1527,50,RL,63.0,15564,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,676.0,GasA,Ex,Y,SBrkr,0,1264,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1994,Unf,400.0,TA,TA,Y,424,0,0,0,0,None,None,Shed,400,1,2008,WD ,147500
1011,60,RL,101.0,13543,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1168.0,GasA,Ex,Y,SBrkr,0,2500,0.0,0.0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005,Fin,683.0,TA,TA,Y,192,32,0,0,0,None,None,None,0,7,2008,WD ,355000
1332,45,RM,50.0,6130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,784.0,GasA,Gd,Y,SBrkr,0,784,1.0,0.0,1,0,2,1,Gd,5,Typ,0,None,None,None,None,0.0,None,None,Y,0,0,116,0,0,None,None,None,0,5,2008,WD ,109500
709,30,RM,50.0,5925,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,None,None,None,None,None,0.0,GasA,Fa,N,FuseA,0,612,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,1965,Unf,308.0,TA,Fa,N,0,0,25,0,0,None,None,None,0,10,2009,WD ,45000
209,70,RL,101.4,24090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,1032.0,GasA,Ex,Y,SBrkr,0,2403,0.0,0.0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,349.0,TA,TA,Y,56,0,318,0,0,None,None,None,0,6,2010,COD,244400
619,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1416.0,GasA,TA,Y,SBrkr,0,1644,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953,Fin,418.0,TA,TA,Y,110,0,0,0,0,None,None,None,0,10,2009,WD ,167000
2150,60,RL,65.0,8158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,860.0,GasA,Ex,Y,SBrkr,0,1729,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2002,Fin,542.0,TA,TA,Y,386,63,0,0,0,None,None,None,0,8,2007,WD ,200000
2704,30,RL,50.0,5220,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,830.0,GasA,Gd,Y,SBrkr,0,879,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1936,Unf,180.0,TA,TA,P,0,108,0,0,0,None,None,None,0,1,2006,WD ,80000
2839,20,RL,60.0,8172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864.0,GasA,TA,Y,SBrkr,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957,Unf,572.0,TA,TA,N,0,0,0,0,0,None,None,None,0,4,2006,WD ,115000
1242,20,RL,72.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,1196.0,GasA,Gd,Y,FuseA,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,297.0,TA,TA,Y,0,44,0,0,0,None,None,None,0,5,2008,WD ,139000
2714,60,RL,74.0,7844,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,672.0,GasA,TA,Y,SBrkr,0,1400,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,440.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,3,2006,WD ,149500
799,70,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,755.0,GasA,TA,Y,SBrkr,0,1510,1.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,296.0,Fa,Po,P,120,0,0,0,0,None,MnPrv,None,0,10,2009,WD ,108000
1260,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,None,None,None,None,None,0.0,GasA,TA,N,FuseA,0,1294,0.0,0.0,2,0,3,2,TA,7,Typ,0,None,None,None,None,0.0,None,None,N,220,114,210,0,0,None,None,None,0,8,2008,WD ,106250
2107,20,RL,74.0,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240.0,GasA,Ex,Y,SBrkr,0,1240,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006,RFn,826.0,TA,TA,Y,140,93,0,0,0,None,None,None,0,5,2007,WD ,194000
2486,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,988.0,GasA,Ex,Y,SBrkr,0,988,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1977,Unf,624.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,7,2006,WD ,129500
1911,90,RL,63.0,8668,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1560.0,GasA,TA,Y,SBrkr,0,1560,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Detchd,1968,Unf,792.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,5,2007,WD ,126000
896,20,RL,70.0,11767,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,Unf,1078.0,GasA,TA,Y,FuseA,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,None,Attchd,1950,RFn,195.0,TA,TA,Y,0,41,211,0,0,None,None,Shed,900,6,2009,WD ,120000
272,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1473.0,GasA,Ex,Y,SBrkr,0,1484,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004,RFn,606.0,TA,TA,Y,0,35,0,144,0,None,None,None,0,5,2010,WD ,213000
2521,120,RL,40.0,3874,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1226.0,GasA,TA,Y,SBrkr,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1980,Fin,484.0,TA,TA,Y,133,78,0,0,0,None,None,None,0,7,2006,WD ,190000
2324,20,RL,72.8,8076,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1160.0,GasA,Gd,Y,SBrkr,0,1169,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993,Fin,402.0,TA,TA,Y,0,26,0,0,144,None,MnPrv,None,0,7,2006,WD ,183500
